block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
1	2	9	s_cbranch_scc0	8	0	0	0	7	1	0	0	1	-	0
2	11	13	s_cbranch_scc0	3	0	0	0	3	0	0	0	0	-	-
3	15	78	s_branch	64	15	0	0	49	0	5	0	0	-	-
4	80	80	-	1	0	0	0	1	0	0	0	0	-	-
5	82	101	s_branch	20	16	0	0	4	0	5	0	0	-	-
6	103	469	-	367	314	16	0	20	17	12	16	1	15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0	0
7	471	472	-	2	1	0	0	1	0	1	0	0	-	-
8	474	475	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
9	477	541	-	65	32	0	0	33	0	8	0	0	-	-
10	543	544	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
11	546	558	s_branch	13	2	0	0	9	2	2	0	1	-	0,0
12	560	561	-	2	1	0	0	1	0	1	0	0	-	-
13	563	564	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
14	566	577	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
15	579	579	-	1	0	0	0	1	0	0	0	0	-	-
16	581	590	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
17	592	600	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
18	602	603	-	2	1	0	0	1	0	1	0	0	-	-
19	605	606	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
20	608	615	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
21	617	617	-	1	0	0	0	1	0	0	0	0	-	-
22	619	622	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
23	624	632	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
24	634	635	-	2	1	0	0	1	0	1	0	0	-	-
25	637	638	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
26	640	647	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
27	649	649	-	1	0	0	0	1	0	0	0	0	-	-
28	651	654	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
29	656	663	s_branch	8	2	0	0	4	2	2	0	1	-	0,0
30	665	665	-	1	1	0	0	0	0	1	0	0	-	-
31	667	668	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
32	670	675	-	6	1	0	0	3	2	1	0	1	-	0,0
33	677	679	s_branch	3	0	1	0	2	0	0	0	0	-	-
34	681	682	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
