271	-0.47048983	271:-0.47048983;248046:-1.87154603
248068	-0.389005899	248068:-0.389005899;22:-2.04064775
198	-0.479035348	198:-0.479035348;271:-0.9676103
9764	-1.07884419	9764:-1.07884419;40:-1.20369732
728	-0.0188524611	728:-0.0188524611;579:-4.01422548
944	-0.518849969	944:-0.518849969;1151:-2.0212667
1472	-0.000627774338	1472:-0.000627774338;2923:-7.99022532
411	-0.526595294	411:-0.526595294;1754:-0.943150699
2923	-0.102247342	2923:-0.102247342;3377:-2.50129533
539	-0.00771048293	539:-0.00771048293;13909:-4.87061024
2923	-2.61071746e-05	2923:-2.61071746e-05;14392:-12.0708799
11	-0.867790103	11:-0.867790103;13:-1.13500202
5732	-0.745643258	5732:-0.745643258;14419:-1.4166925
440	-0.0328242816	440:-0.0328242816;494:-3.44174266
220	-0.143202215	220:-0.143202215;279:-2.02135682
22	-0.000379753677	22:-0.000379753677;15:-8.32752609
321	-0.642756164	321:-0.642756164;13:-0.777380645
18377	-0.0122203017	18377:-0.0122203017;15899:-4.99056244
1754	-0.0595241711	1754:-0.0595241711;7289:-3.17426443
5488	-0.000791803468	5488:-0.000791803468;17454:-8.23489571
303	-0.0353859141	303:-0.0353859141;799:-4.13979816
1906	-0.0590514727	1906:-0.0590514727;8240:-3.14058876
13	-0.0678876415	13:-0.0678876415;25:-3.11710858
271	-0.0378115512	271:-0.0378115512;353:-3.46226716
332	-0.739594936	332:-0.739594936;23841:-1.2016443
8046	-0.77639997	8046:-0.77639997;23841:-1.0553174
220	-0.0123845534	220:-0.0123845534;13909:-4.45886803
16	-0.0089946771	16:-0.0089946771;15:-4.9005847
25	-0.330198497	25:-0.330198497;64700:-1.28853631
2604	-0.717755079	2604:-0.717755079;4980:-0.836638272
220	-5.72220961e-05	220:-5.72220961e-05;279:-11.2032738
16	-0.000362700433	16:-0.000362700433;18:-9.12567329
18	-0.000106221116	18:-0.000106221116;19:-10.8145037
332	-0.0975243077	332:-0.0975243077;310:-2.47163367
198	-0.00396488281	198:-0.00396488281;2228:-5.78405714
22	-0.104292668	22:-0.104292668;3367:-3.60658717
478	-0.000326925307	478:-0.000326925307;11069:-8.47545528
220	-4.41075326e-06	220:-4.41075326e-06;318:-13.1905794
16	-2.89682775e-05	16:-2.89682775e-05;18:-11.7256603
18	-2.46766267e-05	18:-2.46766267e-05;283:-11.6190186
283	-4.85193596e-05	283:-4.85193596e-05;478:-10.9445448
220	-0.0761767253	220:-0.0761767253;2972:-2.61345577
17	-0.000731199048	17:-0.000731199048;16:-8.54934978
15	-0.000110155452	15:-0.000110155452;16:-10.0969887
271	-0.128780529	271:-0.128780529;198:-2.17640901
332	-0.00999138597	332:-0.00999138597;18417:-4.99847889
8046	-0.00184521347	8046:-0.00184521347;18417:-6.57431507
220	-1.07288417e-06	220:-1.07288417e-06;25:-14.0844679
17	-2.16963253e-05	17:-2.16963253e-05;16:-11.3866758
25	-4.24394093e-05	25:-4.24394093e-05;64700:-10.6909781
68647	-0.000376772339	68647:-0.000376772339;60783:-9.25880909
539	-0.000225867509	539:-0.000225867509;279:-8.64272594
220	-5.84127247e-06	220:-5.84127247e-06;279:-12.6304169
18	-0.000419406628	18:-0.000419406628;19:-8.65772057
332	-0.000187712649	332:-0.000187712649;13:-9.83804417
198	-1.50204833e-05	198:-1.50204833e-05;318:-11.5564671
17	-0.00420044642	17:-0.00420044642;18:-6.13194513
15	-0.000252099824	15:-0.000252099824;23985:-8.32240295
23985	-0.00401108153	23985:-0.00401108153;348:-5.55165863
220	-7.15255965e-07	220:-7.15255965e-07;318:-14.9904165
18	-2.37229306e-05	18:-2.37229306e-05;19:-11.9350443
283	-1.46628499e-05	283:-1.46628499e-05;25:-12.1203127
220	-3.67171342e-05	220:-3.67171342e-05;2972:-10.4320545
21	-1.69278628e-05	21:-1.69278628e-05;18:-12.2703056
15	-6.07969241e-06	15:-6.07969241e-06;18:-13.3243065
271	-0.000278332824	271:-0.000278332824;198:-9.34570312
332	-0.000353995041	332:-0.000353995041;9:-9.85344219
8046	-4.31546941e-05	8046:-4.31546941e-05;18417:-11.9376459
220	-1.1920929e-07	220:-1.1920929e-07;25:-15.7618294
18	-5.12601264e-06	18:-5.12601264e-06;17:-13.0204782
25	-3.8982198e-05	25:-3.8982198e-05;11:-10.411088
89999	-0.000690698682	89999:-0.000690698682;3593:-7.3676796
220	-3.45707531e-06	220:-3.45707531e-06;279:-13.5699425
23	-9.68026288e-05	23:-9.68026288e-05;20:-10.854291
332	-3.92206239e-05	332:-3.92206239e-05;13:-11.3788137
198	-4.76838295e-06	198:-4.76838295e-06;318:-12.5954256
21	-0.000181274154	21:-0.000181274154;17:-9.68598747
15	-1.54972201e-06	15:-1.54972201e-06;16:-14.6570358
471	-0.117047168	471:-0.117047168;23437:-2.23333621
220	-1.1920929e-07	220:-1.1920929e-07;318:-15.8086357
23	-2.26500215e-05	23:-2.26500215e-05;22:-12.3418941
283	-6.9141629e-06	283:-6.9141629e-06;471:-12.3138075
220	-3.21865605e-06	220:-3.21865605e-06;2972:-12.6777754
20	-1.22786323e-05	20:-1.22786323e-05;21:-12.544034
17	-1.18017897e-05	17:-1.18017897e-05;19:-12.5737133
271	-0.000142584482	271:-0.000142584482;198:-10.0557232
332	-0.000377010845	332:-0.000377010845;760:-9.97695065
8046	-2.0861844e-05	8046:-2.0861844e-05;95540:-12.5876331
220	0	220:0;16332:-16.6882
19	-1.43052175e-05	19:-1.43052175e-05;18:-11.9439955
25	-1.33515296e-05	25:-1.33515296e-05;318:-12.2327099
60783	-0.000189024198	60783:-0.000189024198;8500:-8.97996521
539	-2.38418875e-06	539:-2.38418875e-06;318:-14.8486223
220	-3.57628505e-06	220:-3.57628505e-06;279:-13.322731
17	-0.00012136242	17:-0.00012136242;19:-10.0551558
332	-0.000494840962	332:-0.000494840962;318:-8.08296871
198	-0.000313331082	198:-0.000313331082;318:-8.11333179
20	-0.00340073742	20:-0.00340073742;21:-5.80282211
17	-2.38418875e-06	17:-2.38418875e-06;19:-14.2180815
1624	-	-
115	-1.54972201e-06	115:-1.54972201e-06;107:-14.4612617
220	-1.31130309e-06	220:-1.31130309e-06;318:-14.3114119
17	-3.58826401e-05	17:-3.58826401e-05;19:-10.9342403
283	-1.95505145e-05	283:-1.95505145e-05;13:-12.0426178
220	-7.15258284e-06	220:-7.15258284e-06;2972:-12.5449781
17	-8.84572073e-05	17:-8.84572073e-05;20:-10.0371752
21	-3.07564696e-05	21:-3.07564696e-05;22:-11.3774586
271	-0.00667698076	271:-0.00667698076;13:-5.66850424
332	-0.00212489651	332:-0.00212489651;9:-7.93947983
8046	-5.67452335e-05	8046:-5.67452335e-05;3840:-11.5966206
220	0	220:0;318:-18.3415108
20	-1.56165388e-05	20:-1.56165388e-05;19:-11.9701042
25	-1.38283731e-05	25:-1.38283731e-05;11:-11.8595114
2604	-2.84914258e-05	2604:-2.84914258e-05;89999:-11.594162
220	-2.62260778e-06	220:-2.62260778e-06;310:-14.0405169
19	-3.11141084e-05	19:-3.11141084e-05;20:-11.5101748
20	-3.88629851e-05	20:-3.88629851e-05;332:-10.8062696
332	-4.91154351e-05	332:-4.91154351e-05;11:-10.7551985
198	-5.00680289e-06	198:-5.00680289e-06;318:-12.6102705
17	-0.000226702163	17:-0.000226702163;20:-9.68747902
21	-1.52589055e-05	21:-1.52589055e-05;20:-11.7299309
478	-5.48364233e-06	478:-5.48364233e-06;471:-12.9986
220	-2.38418608e-07	220:-2.38418608e-07;318:-15.2017822
19	-7.86784403e-06	19:-7.86784403e-06;20:-12.8121109
20	-1.14441573e-05	20:-1.14441573e-05;283:-12.2547436
283	-1.66893142e-06	283:-1.66893142e-06;471:-15.4293222
220	-1.74047073e-05	220:-1.74047073e-05;2972:-11.1573887
22	-3.8982198e-05	22:-3.8982198e-05;21:-11.2887869
