block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
1	2	9	s_cbranch_scc0	8	0	0	0	7	1	0	0	1	-	0
2	11	13	s_cbranch_scc0	3	0	0	0	3	0	0	0	0	-	-
3	15	78	s_branch	64	15	0	0	49	0	5	0	0	-	-
4	80	80	-	1	0	0	0	1	0	0	0	0	-	-
5	82	101	s_branch	20	16	0	0	4	0	5	0	0	-	-
6	103	478	-	376	315	20	0	20	21	12	20	1	19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0	0
7	480	481	-	2	1	0	0	1	0	1	0	0	-	-
8	483	484	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
9	486	550	-	65	32	0	0	33	0	8	0	0	-	-
10	552	553	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
11	555	567	s_branch	13	2	0	0	9	2	2	0	1	-	0,0
12	569	570	-	2	1	0	0	1	0	1	0	0	-	-
13	572	573	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
14	575	586	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
15	588	588	-	1	0	0	0	1	0	0	0	0	-	-
16	590	599	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
17	601	609	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
18	611	612	-	2	1	0	0	1	0	1	0	0	-	-
19	614	615	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
20	617	624	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
21	626	626	-	1	0	0	0	1	0	0	0	0	-	-
22	628	631	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
23	633	641	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
24	643	644	-	2	1	0	0	1	0	1	0	0	-	-
25	646	647	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
26	649	656	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
27	658	658	-	1	0	0	0	1	0	0	0	0	-	-
28	660	663	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
29	665	672	s_branch	8	2	0	0	4	2	2	0	1	-	0,0
30	674	674	-	1	1	0	0	0	0	1	0	0	-	-
31	676	677	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
32	679	684	-	6	1	0	0	3	2	1	0	1	-	0,0
33	686	688	s_branch	3	0	1	0	2	0	0	0	0	-	-
34	690	691	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
