271	-0.334248334	271:-0.334248334;248046:-2.17367244
248068	-0.336168349	248068:-0.336168349;1206:-3.40288734
271	-0.636993468	271:-0.636993468;198:-0.755806148
248069	-6.19890216e-06	248069:-6.19890216e-06;320:-13.7133408
271	-0.000191170373	271:-0.000191170373;25:-8.65041351
2	-0.449096948	2:-0.449096948;550:-1.82594526
13875	-0.875140727	13875:-0.875140727;4319:-1.15939856
41697	-0.470832139	41697:-0.470832139;24093:-1.35847592
271	-0.0988378674	271:-0.0988378674;25:-2.98336887
550	-0.851466358	550:-0.851466358;8160:-1.7838012
3991	-1.45779204	3991:-1.45779204;13875:-1.67475677
3130	-0.66917336	3130:-0.66917336;13875:-0.778184056
198	-0.723588407	198:-0.723588407;25:-1.47896135
71093	-0.318646818	71093:-0.318646818;760:-2.78714705
198	-0.00828920584	198:-0.00828920584;1272:-5.4971714
58	-0.969792724	58:-0.969792724;1249:-1.46138704
2205	-0.948140919	2205:-0.948140919;14430:-2.24397826
198	-0.163801089	198:-0.163801089;220:-3.46353507
71093	-0.0233420245	71093:-0.0233420245;5198:-6.06089783
271	-0.0232912023	271:-0.0232912023;198:-3.77605677
550	-0.268284321	550:-0.268284321;4277:-2.41620874
16239	-0.876206875	16239:-0.876206875;14392:-1.29524565
13909	-0.51614809	13909:-0.51614809;27929:-2.08251619
12	-0.0188639406	12:-0.0188639406;22882:-4.44683838
8172	-0.00786384288	8172:-0.00786384288;8046:-5.61067581
26289	-0.910443187	26289:-0.910443187;29913:-1.75985801
271	-0.0302590001	271:-0.0302590001;198:-3.853549
91	-0.200886428	91:-0.200886428;71093:-1.93193114
653	-0.619981945	653:-0.619981945;16239:-1.80025697
735	-0.00130434427	735:-0.00130434427;220:-7.30976486
16239	-0.348281831	16239:-0.348281831;10356:-1.90306664
735	-0.00231629447	735:-0.00231629447;220:-7.34698009
13875	-0.144618392	13875:-0.144618392;5536:-3.53290868
318	-0.900340617	318:-0.900340617;3130:-1.71101725
14430	-0.232342407	14430:-0.232342407;10952:-1.88646758
11069	-0.157587886	11069:-0.157587886;49300:-2.37008739
1844	-0.000849727076	1844:-0.000849727076;6694:-7.93391705
8	-0.00618650904	8:-0.00618650904;11:-5.95328617
735	-0.00830657501	735:-0.00830657501;11069:-7.31981087
198	-0.59793961	198:-0.59793961;387:-2.07063603
91	-0.362920135	91:-0.362920135;77719:-1.19798601
4277	-0.0484633334	4277:-0.0484633334;10625:-3.50904036
