block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
1	2	9	s_cbranch_scc0	8	0	0	0	7	1	0	0	1	-	0
2	11	13	s_cbranch_scc0	3	0	0	0	3	0	0	0	0	-	-
3	15	78	s_branch	64	15	0	0	49	0	5	0	0	-	-
4	80	80	-	1	0	0	0	1	0	0	0	0	-	-
5	82	105	s_branch	24	20	0	0	4	0	5	0	0	-	-
6	106	106	-	1	0	0	0	1	0	0	0	0	-	-
7	109	820	-	712	609	36	0	32	35	13	17	1	16,15,14,13,12,11,10,9,9,9,12,11,10,9,11,10,9,8,11,10,9,8,11,10,9,8,7,6,5,4,3,2,1,0	0
8	822	823	-	2	1	0	0	1	0	1	0	0	-	-
9	825	826	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
10	828	956	-	129	64	0	0	65	0	8	0	0	-	-
11	958	959	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
12	961	973	s_branch	13	2	0	0	9	2	2	0	1	-	0,0
13	975	976	-	2	1	0	0	1	0	1	0	0	-	-
14	978	979	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
15	981	992	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
16	994	994	-	1	0	0	0	1	0	0	0	0	-	-
17	996	1005	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
18	1007	1015	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
19	1017	1018	-	2	1	0	0	1	0	1	0	0	-	-
20	1020	1021	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
21	1023	1030	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
22	1032	1032	-	1	0	0	0	1	0	0	0	0	-	-
23	1034	1037	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
24	1039	1047	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
25	1049	1050	-	2	1	0	0	1	0	1	0	0	-	-
26	1052	1053	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
27	1055	1062	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
28	1064	1064	-	1	0	0	0	1	0	0	0	0	-	-
29	1066	1069	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
30	1071	1079	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
31	1081	1082	-	2	1	0	0	1	0	1	0	0	-	-
32	1084	1085	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
