271	-0.292128444	271:-0.292128444;248046:-1.96637797
248068	-0.13837783	248068:-0.13837783;2:-4.34168005
198	-0.600376427	198:-0.600376427;271:-0.799063146
9764	-0.797532976	9764:-0.797532976;40:-1.54879189
728	-0.010084765	728:-0.010084765;579:-4.66978693
944	-1.31637824	944:-1.31637824;11290:-1.45399344
1472	-0.00638576411	1472:-0.00638576411;440:-5.5860939
411	-0.460749388	411:-0.460749388;1754:-1.39604449
2923	-0.405334651	2923:-0.405334651;23850:-1.96483827
539	-0.00282160775	539:-0.00282160775;13909:-5.88763285
2923	-0.000150691892	2923:-0.000150691892;854:-9.32975578
13	-0.328186184	13:-0.328186184;11:-1.86187756
271	-0.16549705	271:-0.16549705;1165:-2.45151544
332	-0.388318658	332:-0.388318658;1596:-2.05679679
6140	-0.980904222	6140:-0.980904222;4904:-1.99133933
6302	-1.29999173	6302:-1.29999173;18065:-1.46950161
64700	-0.0932238176	64700:-0.0932238176;25:-3.1154387
220	-0.823405802	220:-0.823405802;55725:-1.30141985
20	-0.012506282	20:-0.012506282;16:-4.86599302
14533	-0.0256705824	14533:-0.0256705824;47193:-4.14600134
47193	-0.852721155	47193:-0.852721155;318:-1.54934025
220	-0.000365920248	220:-0.000365920248;2047:-8.10855865
16	-0.000127800522	16:-0.000127800522;15:-9.12120438
310	-0.456431806	310:-0.456431806;12:-1.31614625
220	-1.25170536e-05	220:-1.25170536e-05;1245:-12.5174618
20	-3.96974829e-05	20:-3.96974829e-05;19:-11.5691986
11	-0.826761365	11:-0.826761365;13:-1.51074612
1754	-1.02594852	1754:-1.02594852;440:-1.24343586
440	-0.174690947	440:-0.174690947;682:-2.77754855
799	-0.35418269	799:-0.35418269;264:-1.61020041
12106	-0.587497115	12106:-0.587497115;1829:-1.28368318
321	-0.662135601	321:-0.662135601;494:-1.4475646
799	-0.000450533786	799:-0.000450533786;9854:-9.14559746
9854	-0.0792158842	9854:-0.0792158842;1637:-2.92174339
505	-4.00551253e-05	505:-4.00551253e-05;5204:-10.6831455
13	-0.148123384	13:-0.148123384;494:-2.34230089
271	-0.0533927158	271:-0.0533927158;198:-4.11873865
332	-0.188653573	332:-0.188653573;9764:-2.94933844
4904	-0.11007145	4904:-0.11007145;8046:-3.07600045
356	-0.0715727732	356:-0.0715727732;1101:-2.67879248
220	-0.068764396	220:-0.068764396;539:-4.11243868
16	-0.0146832922	16:-0.0146832922;19:-5.08743143
25	-0.53755784	25:-0.53755784;64700:-0.901855648
328	-0.652357697	328:-0.652357697;561:-0.858549774
760	-0.173484355	760:-0.173484355;1719:-1.99877691
2438	-0.137270242	2438:-0.137270242;5983:-2.37368226
3626	-2.01465737e-05	3626:-2.01465737e-05;4526:-11.5395651
369	-1.81199757e-05	369:-1.81199757e-05;6849:-12.6507826
6849	-0.000132927191	6849:-0.000132927191;5774:-9.9302702
2047	-0.00308906822	2047:-0.00308906822;310:-5.80832577
314	-3.12333214e-05	314:-3.12333214e-05;318:-10.9234133
279	-5.72206227e-06	279:-5.72206227e-06;5983:-12.9657021
5983	-5.24534626e-05	5983:-5.24534626e-05;7592:-10.7129145
3626	-1.82391868e-05	3626:-1.82391868e-05;4526:-11.450614
175267	-0.300765544	175267:-0.300765544;1149:-1.36602736
198	-0.552931428	198:-0.552931428;271:-0.931015611
12	-0.446772456	12:-0.446772456;1919:-1.9216392
3605	-0.992837429	3605:-0.992837429;34912:-1.29878938
369	-0.775908947	369:-0.775908947;321:-1.4716506
506	-1.27164626	506:-1.27164626;6849:-1.32529438
2234	-0.0910619795	2234:-0.0910619795;3626:-2.81549597
585	-1.0324204	585:-1.0324204;1543:-1.08423924
11	-0.0124869682	11:-0.0124869682;198:-5.52439642
7592	-0.01506582	7592:-0.01506582;5983:-4.87695837
369	-0.00649674516	369:-0.00649674516;506:-5.06947947
506	-0.00196620286	506:-0.00196620286;6849:-6.30794287
2234	-0.0249016769	2234:-0.0249016769;585:-3.73539662
585	-0.0164233018	585:-0.0164233018;318:-4.12946987
10	-0.00489656953	10:-0.00489656953;478:-5.4012208
16	-4.58966315e-05	16:-4.58966315e-05;198:-10.7312012
198	-0.311478347	198:-0.311478347;13:-1.74808013
12	-0.000206551427	12:-0.000206551427;63020:-9.2369585
34912	-0.30841729	34912:-0.30841729;7571:-2.34619021
13139	-0.585661232	13139:-0.585661232;9599:-1.95841444
25	-0.0788153037	25:-0.0788153037;318:-2.66377425
318	-0.0253931638	318:-0.0253931638;498:-4.50417185
16	-0.229770839	16:-0.229770839;5844:-1.86111093
11	-0.0232328791	11:-0.0232328791;49300:-4.5917201
17	-0.00251681148	17:-0.00251681148;16:-7.38171101
681	-0.00498210639	681:-0.00498210639;11:-6.07510376
318	-8.58343701e-05	318:-8.58343701e-05;220:-9.77267456
17	-0.000285010407	17:-0.000285010407;16:-8.4412775
11	-2.264979e-06	11:-2.264979e-06;18:-13.8219843
18	-1.41860064e-05	18:-1.41860064e-05;16:-12.1039629
681	-0.000135550144	681:-0.000135550144;8:-8.99911308
318	-0.0205409713	318:-0.0205409713;466:-3.90163302
18	-6.59249126e-05	18:-6.59249126e-05;17:-10.651269
11	-1.54972201e-06	11:-1.54972201e-06;67608:-13.999649
19	-1.0490473e-05	19:-1.0490473e-05;18:-12.3319845
681	-0.0194403436	681:-0.0194403436;8:-3.95959735
318	-0.0341128483	318:-0.0341128483;466:-3.40374947
19	-9.41797771e-05	19:-9.41797771e-05;18:-10.5420675
11	-4.17233377e-06	11:-4.17233377e-06;13:-14.0458994
20	-3.3975226e-05	20:-3.3975226e-05;18:-10.8079872
8	-0.000436103059	8:-0.000436103059;681:-8.02815533
271	-0.1604072	271:-0.1604072;198:-1.93387711
332	-0.00806229096	332:-0.00806229096;4904:-6.38353157
4904	-0.00282758498	4904:-0.00282758498;5237:-7.72775173
356	-0.000115878145	356:-0.000115878145;1101:-9.13418198
220	-0.000192481923	220:-0.000192481923;25:-10.3215656
17	-0.00132827717	17:-0.00132827717;20:-7.60547733
25	-0.00338662276	25:-0.00338662276;64700:-5.99776745
328	-0.000359003607	328:-0.000359003607;31079:-8.59207535
77805	-0.0156971328	77805:-0.0156971328;760:-5.20873594
6107	-9.35836724e-05	6107:-9.35836724e-05;3756:-10.8738213
303	-7.27179304e-06	303:-7.27179304e-06;6849:-12.2876015
279	-0.000105863452	279:-0.000105863452;3626:-9.71901226
6105	-0.000159395524	6105:-0.000159395524;8432:-8.9716177
3626	-1.18017897e-05	3626:-1.18017897e-05;4526:-12.1041012
175267	-0.00112626771	175267:-0.00112626771;1:-7.16802502
198	-0.0114708887	198:-0.0114708887;271:-4.73307228
12	-0.000328475522	12:-0.000328475522;1919:-9.94874382
31079	-0.769142389	31079:-0.769142389;8432:-1.82330918
369	-1.01054621	369:-1.01054621;283:-1.52144861
303	-0.318883091	303:-0.318883091;506:-2.11604595
279	-0.264074445	279:-0.264074445;264:-2.45425248
6105	-0.545837879	6105:-0.545837879;8432:-1.81336462
3626	-0.00723799504	3626:-0.00723799504;55787:-5.92335844
271	-0.882445455	271:-0.882445455;318:-1.11974633
332	-0.000516190194	332:-0.000516190194;12189:-8.99906445
4904	-0.0011786609	4904:-0.0011786609;5237:-8.5051651
356	-7.61776391e-05	356:-7.61776391e-05;1101:-9.49985504
220	-2.61071746e-05	220:-2.61071746e-05;25:-12.3616257
18	-0.0001171896	18:-0.0001171896;17:-10.1879454
25	-0.000369378598	25:-0.000369378598;64700:-8.98663044
328	-7.04551712e-05	328:-7.04551712e-05;76216:-11.141161
195947	-0.000755237532	195947:-0.000755237532;8585:-7.81190872
6107	-6.55672557e-05	6107:-6.55672557e-05;3756:-10.1115313
