block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
1	2	9	s_cbranch_scc0	8	0	0	0	7	1	0	0	1	-	0
2	11	13	s_cbranch_scc0	3	0	0	0	3	0	0	0	0	-	-
3	15	78	s_branch	64	15	0	0	49	0	5	0	0	-	-
4	80	80	-	1	0	0	0	1	0	0	0	0	-	-
5	82	104	s_branch	23	19	0	0	4	0	5	0	0	-	-
6	106	789	-	684	602	28	0	32	22	12	16	1	15,14,13,12,11,10,9,1,9,8,7,9,8,7,6,5,4,3,2,1,0	0
7	791	792	-	2	1	0	0	1	0	1	0	0	-	-
8	794	795	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
9	797	925	-	129	64	0	0	65	0	8	0	0	-	-
10	927	928	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
11	930	942	s_branch	13	2	0	0	9	2	2	0	1	-	0,0
12	944	945	-	2	1	0	0	1	0	1	0	0	-	-
13	947	948	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
14	950	961	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
15	963	963	-	1	0	0	0	1	0	0	0	0	-	-
16	965	974	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
17	976	984	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
18	986	987	-	2	1	0	0	1	0	1	0	0	-	-
19	989	990	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
20	992	999	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
21	1001	1001	-	1	0	0	0	1	0	0	0	0	-	-
22	1003	1006	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
23	1008	1016	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
24	1018	1019	-	2	1	0	0	1	0	1	0	0	-	-
25	1021	1022	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
26	1024	1031	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
27	1033	1033	-	1	0	0	0	1	0	0	0	0	-	-
28	1035	1038	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
29	1040	1048	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
30	1050	1051	-	2	1	0	0	1	0	1	0	0	-	-
31	1053	1054	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
32	1056	1063	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
33	1065	1065	-	1	0	0	0	1	0	0	0	0	-	-
