block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
1	2	9	s_cbranch_scc0	8	0	0	0	7	1	0	0	1	-	0
2	11	13	s_cbranch_scc0	3	0	0	0	3	0	0	0	0	-	-
3	15	78	s_branch	64	15	0	0	49	0	5	0	0	-	-
4	80	80	-	1	0	0	0	1	0	0	0	0	-	-
5	82	99	s_branch	18	14	0	0	4	0	5	0	0	-	-
6	101	472	-	372	311	20	0	20	21	12	20	1	19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0	0
7	474	475	-	2	1	0	0	1	0	1	0	0	-	-
8	477	478	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
9	480	544	-	65	32	0	0	33	0	8	0	0	-	-
10	546	547	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
11	549	561	s_branch	13	2	0	0	9	2	2	0	1	-	0,0
12	563	564	-	2	1	0	0	1	0	1	0	0	-	-
13	566	567	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
14	569	580	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
15	582	582	-	1	0	0	0	1	0	0	0	0	-	-
16	584	593	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
17	595	603	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
18	605	606	-	2	1	0	0	1	0	1	0	0	-	-
19	608	609	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
20	611	618	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
21	620	620	-	1	0	0	0	1	0	0	0	0	-	-
22	622	625	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
23	627	635	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
24	637	638	-	2	1	0	0	1	0	1	0	0	-	-
25	640	641	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
26	643	650	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
27	652	652	-	1	0	0	0	1	0	0	0	0	-	-
28	654	657	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
29	659	666	s_branch	8	2	0	0	4	2	2	0	1	-	0,0
30	668	668	-	1	1	0	0	0	0	1	0	0	-	-
31	670	671	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
32	673	678	-	6	1	0	0	3	2	1	0	1	-	0,0
33	680	682	s_branch	3	0	1	0	2	0	0	0	0	-	-
34	684	685	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
