271	-0.644434929	271:-0.644434929;198:-2.17407513
248068	-0.359865814	248068:-0.359865814;3367:-3.88946986
271	-0.643280327	271:-0.643280327;198:-0.799972832
248069	-3.82669132e-05	248069:-3.82669132e-05;90700:-11.4021645
271	-0.00297129061	271:-0.00297129061;353:-7.20072317
8160	-0.703795969	8160:-0.703795969;9764:-1.46152842
369	-0.130157888	369:-0.130157888;513:-2.12876534
279	-0.0200345926	279:-0.0200345926;2923:-4.10860825
2923	-0.0133935278	2923:-0.0133935278;10993:-5.65553093
13909	-0.000204643686	13909:-0.000204643686;41332:-9.40545559
28253	-2.61071746e-05	28253:-2.61071746e-05;13909:-11.7193289
10993	-0.430477083	10993:-0.430477083;3638:-1.87304306
314	-0.106281526	314:-0.106281526;3018:-2.88242173
279	-0.0411729999	279:-0.0411729999;678:-3.4075346
5426	-1.02745533	5426:-1.02745533;5024:-2.16097927
8977	-0.708089352	8977:-0.708089352;383:-1.22960997
310	-0.0156078292	310:-0.0156078292;91291:-4.50508118
279	-0.00630010711	279:-0.00630010711;678:-5.37953568
1103	-0.689832926	1103:-0.689832926;2763:-1.02407289
74988	-0.33266288	74988:-0.33266288;498:-2.37899065
19	-0.000118501055	19:-0.000118501055;16:-10.2985516
11	-4.05312403e-06	11:-4.05312403e-06;220:-12.850296
220	-1.1920929e-07	220:-1.1920929e-07;24:-16.3103466
24	-2.83722129e-05	24:-2.83722129e-05;20:-11.9872913
11	-1.1920929e-07	11:-1.1920929e-07;60:-15.5677032
220	-7.15255965e-07	220:-7.15255965e-07;498:-14.9009447
17	-1.15633684e-05	17:-1.15633684e-05;16:-12.5076065
11	-4.41075326e-06	11:-4.41075326e-06;60:-12.6074553
220	-2.38418608e-07	220:-2.38418608e-07;22:-15.9344997
22	-4.6135061e-05	22:-4.6135061e-05;16:-11.5444698
11	-3.93391429e-06	11:-3.93391429e-06;60:-12.4433632
220	-3.57627925e-07	220:-3.57627925e-07;2423:-15.1198206
16	-1.64510166e-05	16:-1.64510166e-05;18:-12.4747877
11	-1.62125943e-05	11:-1.62125943e-05;60:-11.4680281
220	-5.96046618e-07	220:-5.96046618e-07;2423:-14.4202013
23	-1.51396944e-05	23:-1.51396944e-05;21:-12.5413704
11	-2.38418875e-06	11:-2.38418875e-06;60:-13.2736235
220	-1.31130309e-06	220:-1.31130309e-06;2423:-14.0355844
18	-6.5565323e-06	18:-6.5565323e-06;17:-13.2204847
11	-7.03337264e-06	11:-7.03337264e-06;60:-12.1375189
220	-7.15255965e-07	220:-7.15255965e-07;21:-15.4850359
21	-2.38418875e-06	21:-2.38418875e-06;20:-13.5812597
