layer	control	candidate	state
spirv_sha256	c2af051ad2d0022ed9f1b3527cf9e51e4089fb875ac02e6c5524d7ac9d5c111f	f849f30d0a39a4c90639247e3f8f9a6b0f62bfc5a9bc2c0e0747290294c1e9d4	changed
nir_sha256	2e3630334c8796523ac18ed32da408ed3c5b80393c5a62d979ebc891dd2efe15	acd5e652dd238a694801c7b41267968944c8dc2252a6e787c177f0a31727344b	changed
isa_sha256	908b31fead0394728664323a8f3f60195b48b7c3435066712c521dba54bb9373	8eb28854fb42c20f0cd4b50d113ed9cd1eeb7d5f919815f1694ee91f0e8e0a55	changed

declaration	control	candidate	state
bindings	5	5	same
push_constant_bytes	52	52	same
spirv_capabilities	Shader,Int8,GroupNonUniform,GroupNonUniformArithmetic,StorageBuffer16BitAccess,StorageBuffer8BitAccess	Shader,Int8,GroupNonUniform,GroupNonUniformArithmetic,StorageBuffer16BitAccess,StorageBuffer8BitAccess	same
features_enabled	shaderInt8,storageBuffer16BitAccess,storageBuffer8BitAccess,subgroupSizeControl,computeFullSubgroups	shaderInt8,storageBuffer16BitAccess,storageBuffer8BitAccess,subgroupSizeControl,computeFullSubgroups	same

field	before	after	delta
vgprs	64	64	+0
sgprs	48	48	+0
spilled_vgprs	0	0	+0
spilled_sgprs	0	0	+0
lds	0	0	+0
scratch	0	0	+0
code_size	11036	11160	+124
waves_per_simd	-	-	-
instruction_lines	2314	2344	+30
valu	1454	1473	+19
salu	668	680	+12
vmem	72	72	+0
smem	70	70	+0
lds_instructions	0	0	+0
waitcnt	119	118	-1
barrier	0	0	+0
v_cvt_f32_ubyte	384	384	+0
v_bfe	18	18	+0
v_lshrrev_b32	56	56	+0
v_lshlrev_b32	24	24	+0
v_and_b32	100	100	+0
v_perm_b32	0	0	+0
v_alignbyte_b32	0	0	+0
v_bfi_b32	0	0	+0
v_add_u32	74	74	+0
sdwa_operand_uses	48	48	+0
dpp_uses	64	64	+0
v_mul_lo_u32	0	0	+0
v_mad_u32_u24	0	0	+0
v_mad_i32_i24	0	0	+0
v_mul_u32_u24	0	0	+0
v_fma_f32	0	0	+0
v_mac_f32	304	304	+0
v_mad_mix_f32	0	0	+0
v_pk_fma_f16	0	0	+0
v_cvt_f32_f16	32	32	+0

verdict	isa_changed
first_divergence	spirv
last_divergence	isa
harness_alarm	-
