workload_id	configuration	round	position	source	key_size	proposed	accepted	committed	lookup_ns
accumulator	none	97	96	none	0	0	0	1	70
accumulator	none	98	97	none	0	0	0	1	60
accumulator	none	99	98	none	0	0	0	1	70
accumulator	none	100	99	none	0	0	0	1	70
accumulator	none	101	100	none	0	0	0	1	70
accumulator	none	102	101	none	0	0	0	1	70
accumulator	none	103	102	none	0	0	0	1	60
accumulator	none	104	103	none	0	0	0	1	70
accumulator	none	105	104	none	0	0	0	1	70
accumulator	none	106	105	none	0	0	0	1	60
accumulator	none	107	106	none	0	0	0	1	71
accumulator	none	108	107	none	0	0	0	1	60
accumulator	none	109	108	none	0	0	0	1	70
accumulator	none	110	109	none	0	0	0	1	61
accumulator	none	111	110	none	0	0	0	1	70
accumulator	none	112	111	none	0	0	0	1	60
accumulator	none	113	112	none	0	0	0	1	70
accumulator	none	114	113	none	0	0	0	1	60
accumulator	none	115	114	none	0	0	0	1	60
accumulator	none	116	115	none	0	0	0	1	70
accumulator	none	117	116	none	0	0	0	1	70
accumulator	none	118	117	none	0	0	0	1	60
accumulator	none	119	118	none	0	0	0	1	81
accumulator	none	120	119	none	0	0	0	1	70
accumulator	none	121	120	none	0	0	0	1	70
accumulator	none	122	121	none	0	0	0	1	60
accumulator	none	123	122	none	0	0	0	1	70
accumulator	none	124	123	none	0	0	0	1	71
accumulator	none	125	124	none	0	0	0	1	70
accumulator	none	126	125	none	0	0	0	1	60
accumulator	none	127	126	none	0	0	0	1	70
accumulator	none	128	127	none	0	0	0	1	60
accumulator	history	1	0	none	0	0	0	1	2074
accumulator	history	2	1	none	0	0	0	1	1152
accumulator	history	3	2	none	0	0	0	1	581
accumulator	history	4	3	none	0	0	0	1	451
accumulator	history	5	4	none	0	0	0	1	3377
accumulator	history	6	5	none	0	0	0	1	2725
accumulator	history	7	6	none	0	0	0	1	1613
accumulator	history	8	7	none	0	0	0	1	1172
accumulator	history	9	8	none	0	0	0	1	2274
accumulator	history	10	9	none	0	0	0	1	2205
accumulator	history	11	10	none	0	0	0	1	1663
accumulator	history	12	11	none	0	0	0	1	1784
accumulator	history	13	12	none	0	0	0	1	2424
accumulator	history	14	13	none	0	0	0	1	2504
accumulator	history	15	14	none	0	0	0	1	2515
accumulator	history	16	15	none	0	0	0	1	2214
accumulator	history	17	16	none	0	0	0	1	2245
accumulator	history	18	17	none	0	0	0	1	2635
accumulator	history	19	18	none	0	0	0	1	2365
accumulator	history	20	19	none	0	0	0	1	2144
accumulator	history	21	20	none	0	0	0	1	2325
accumulator	history	22	21	none	0	0	0	1	2304
accumulator	history	23	22	none	0	0	0	1	2695
accumulator	history	24	23	none	0	0	0	1	2184
accumulator	history	25	24	none	0	0	0	1	2264
accumulator	history	26	25	none	0	0	0	1	2545
accumulator	history	27	26	none	0	0	0	1	2204
accumulator	history	28	27	none	0	0	0	1	2305
accumulator	history	29	28	none	0	0	0	1	2224
accumulator	history	30	29	history	4	3	0	1	4889
accumulator	history	31	30	none	0	0	0	1	2975
accumulator	history	32	31	none	0	0	0	1	2354
accumulator	history	33	32	none	0	0	0	1	2154
accumulator	history	34	33	none	0	0	0	1	2495
accumulator	history	35	34	none	0	0	0	1	2104
accumulator	history	36	35	none	0	0	0	1	2134
accumulator	history	37	36	none	0	0	0	1	1994
accumulator	history	38	37	none	0	0	0	1	2144
accumulator	history	39	38	none	0	0	0	1	2154
accumulator	history	40	39	none	0	0	0	1	2184
accumulator	history	41	40	history	4	3	1	2	3948
accumulator	history	42	42	none	0	0	0	1	3888
accumulator	history	43	43	none	0	0	0	1	2214
accumulator	history	44	44	none	0	0	0	1	2124
accumulator	history	45	45	none	0	0	0	1	2094
accumulator	history	46	46	none	0	0	0	1	2084
accumulator	history	47	47	none	0	0	0	1	2074
accumulator	history	48	48	none	0	0	0	1	2224
accumulator	history	49	49	none	0	0	0	1	2425
accumulator	history	50	50	none	0	0	0	1	2756
accumulator	history	51	51	none	0	0	0	1	2164
accumulator	history	52	52	none	0	0	0	1	2364
accumulator	history	53	53	none	0	0	0	1	2174
accumulator	history	54	54	none	0	0	0	1	2505
accumulator	history	55	55	history	4	3	1	2	3086
accumulator	history	56	57	none	0	0	0	1	3386
accumulator	history	57	58	none	0	0	0	1	2274
accumulator	history	58	59	none	0	0	0	1	2194
accumulator	history	59	60	none	0	0	0	1	2094
accumulator	history	60	61	none	0	0	0	1	2023
accumulator	history	61	62	none	0	0	0	1	2004
accumulator	history	62	63	none	0	0	0	1	1994
accumulator	history	63	64	none	0	0	0	1	2124
accumulator	history	64	65	none	0	0	0	1	2144
accumulator	history	65	66	none	0	0	0	1	2194
accumulator	history	66	67	history	4	3	1	2	2785
accumulator	history	67	69	none	0	0	0	1	3206
accumulator	history	68	70	none	0	0	0	1	2094
accumulator	history	69	71	none	0	0	0	1	2084
accumulator	history	70	72	none	0	0	0	1	1953
accumulator	history	71	73	none	0	0	0	1	1973
accumulator	history	72	74	none	0	0	0	1	2023
accumulator	history	73	75	none	0	0	0	1	1993
accumulator	history	74	76	none	0	0	0	1	2054
accumulator	history	75	77	none	0	0	0	1	2234
accumulator	history	76	78	none	0	0	0	1	2134
accumulator	history	77	79	none	0	0	0	1	2174
accumulator	history	78	80	none	0	0	0	1	2204
accumulator	history	79	81	none	0	0	0	1	2124
accumulator	history	80	82	none	0	0	0	1	2024
accumulator	history	81	83	none	0	0	0	1	2074
accumulator	history	82	84	none	0	0	0	1	2335
accumulator	history	83	85	none	0	0	0	1	2234
accumulator	history	84	86	history	4	3	2	3	2845
accumulator	history	85	89	none	0	0	0	1	4328
accumulator	history	86	90	none	0	0	0	1	2375
accumulator	history	87	91	none	0	0	0	1	2365
accumulator	history	88	92	none	0	0	0	1	2144
accumulator	history	89	93	none	0	0	0	1	2695
accumulator	history	90	94	none	0	0	0	1	2124
accumulator	history	91	95	history	4	3	0	1	2815
accumulator	history	92	96	none	0	0	0	1	2485
accumulator	history	93	97	none	0	0	0	1	2755
accumulator	history	94	98	none	0	0	0	1	2205
accumulator	history	95	99	none	0	0	0	1	2164
accumulator	history	96	100	none	0	0	0	1	2796
accumulator	history	97	101	none	0	0	0	1	2174
accumulator	history	98	102	none	0	0	0	1	2174
accumulator	history	99	103	none	0	0	0	1	2024
accumulator	history	100	104	none	0	0	0	1	2033
accumulator	history	101	105	none	0	0	0	1	2144
accumulator	history	102	106	history	4	3	1	2	2866
accumulator	history	103	108	none	0	0	0	1	3306
accumulator	history	104	109	none	0	0	0	1	2024
accumulator	history	105	110	none	0	0	0	1	2084
accumulator	history	106	111	none	0	0	0	1	2073
accumulator	history	107	112	none	0	0	0	1	2224
accumulator	history	108	113	none	0	0	0	1	2154
accumulator	history	109	114	none	0	0	0	1	2083
accumulator	history	110	115	none	0	0	0	1	2154
accumulator	history	111	116	history	4	3	2	3	2845
accumulator	history	112	119	none	0	0	0	1	4138
accumulator	history	113	120	none	0	0	0	1	2114
accumulator	history	114	121	none	0	0	0	1	1994
accumulator	history	115	122	none	0	0	0	1	2124
accumulator	history	116	123	none	0	0	0	1	2024
accumulator	history	117	124	none	0	0	0	1	2004
accumulator	history	118	125	none	0	0	0	1	1984
accumulator	history	119	126	none	0	0	0	1	2235
accumulator	history	120	127	history	4	3	1	1	2715
accumulator	history_external	1	0	none	0	0	0	1	2174
accumulator	history_external	2	1	none	0	0	0	1	1272
accumulator	history_external	3	2	none	0	0	0	1	781
accumulator	history_external	4	3	none	0	0	0	1	732
accumulator	history_external	5	4	external	4	3	3	4	5701
accumulator	history_external	6	8	external	8	3	3	4	6272
accumulator	history_external	7	12	external	12	3	3	4	6262
accumulator	history_external	8	16	external	12	3	3	4	6693
accumulator	history_external	9	20	external	12	3	0	1	7334
accumulator	history_external	10	21	none	0	0	0	1	4158
accumulator	history_external	11	22	none	0	0	0	1	3587
accumulator	history_external	12	23	none	0	0	0	1	3366
accumulator	history_external	13	24	none	0	0	0	1	3256
accumulator	history_external	14	25	none	0	0	0	1	3447
accumulator	history_external	15	26	none	0	0	0	1	3016
accumulator	history_external	16	27	none	0	0	0	1	3296
accumulator	history_external	17	28	external	4	3	1	2	4729
accumulator	history_external	18	30	none	0	0	0	1	4659
accumulator	history_external	19	31	none	0	0	0	1	3397
accumulator	history_external	20	32	none	0	0	0	1	3146
accumulator	history_external	21	33	none	0	0	0	1	3366
accumulator	history_external	22	34	none	0	0	0	1	2956
accumulator	history_external	23	35	none	0	0	0	1	3106
accumulator	history_external	24	36	none	0	0	0	1	2915
accumulator	history_external	25	37	none	0	0	0	1	3256
accumulator	history_external	26	38	none	0	0	0	1	3136
accumulator	history_external	27	39	none	0	0	0	1	3065
accumulator	history_external	28	40	history	4	3	1	2	3096
accumulator	history_external	29	42	none	0	0	0	1	4288
accumulator	history_external	30	43	none	0	0	0	1	3056
accumulator	history_external	31	44	none	0	0	0	1	2955
accumulator	history_external	32	45	none	0	0	0	1	2945
accumulator	history_external	33	46	none	0	0	0	1	2885
accumulator	history_external	34	47	none	0	0	0	1	2976
accumulator	history_external	35	48	none	0	0	0	1	2966
accumulator	history_external	36	49	none	0	0	0	1	3377
accumulator	history_external	37	50	none	0	0	0	1	3346
accumulator	history_external	38	51	none	0	0	0	1	2916
accumulator	history_external	39	52	none	0	0	0	1	3056
accumulator	history_external	40	53	none	0	0	0	1	2916
accumulator	history_external	41	54	none	0	0	0	1	3266
accumulator	history_external	42	55	history	4	3	1	2	2815
accumulator	history_external	43	57	external	4	3	1	2	4969
accumulator	history_external	44	59	none	0	0	0	1	4388
accumulator	history_external	45	60	none	0	0	0	1	3317
accumulator	history_external	46	61	none	0	0	0	1	3096
accumulator	history_external	47	62	none	0	0	0	1	5511
accumulator	history_external	48	63	none	0	0	0	1	3126
accumulator	history_external	49	64	none	0	0	0	1	3106
accumulator	history_external	50	65	none	0	0	0	1	3267
accumulator	history_external	51	66	external	4	3	2	3	4298
accumulator	history_external	52	69	none	0	0	0	1	5550
accumulator	history_external	53	70	none	0	0	0	1	3216
accumulator	history_external	54	71	none	0	0	0	1	3376
accumulator	history_external	55	72	none	0	0	0	1	3035
accumulator	history_external	56	73	none	0	0	0	1	3035
accumulator	history_external	57	74	none	0	0	0	1	3246
accumulator	history_external	58	75	none	0	0	0	1	3106
accumulator	history_external	59	76	none	0	0	0	1	3277
accumulator	history_external	60	77	external	4	3	2	3	4599
accumulator	history_external	61	80	none	0	0	0	1	5110
accumulator	history_external	62	81	none	0	0	0	1	3186
accumulator	history_external	63	82	none	0	0	0	1	3135
accumulator	history_external	64	83	none	0	0	0	1	3076
accumulator	history_external	65	84	none	0	0	0	1	3326
accumulator	history_external	66	85	none	0	0	0	1	3136
accumulator	history_external	67	86	history	4	3	2	3	2956
accumulator	history_external	68	89	none	0	0	0	1	5360
accumulator	history_external	69	90	none	0	0	0	1	3286
accumulator	history_external	70	91	none	0	0	0	1	3397
accumulator	history_external	71	92	none	0	0	0	1	3306
accumulator	history_external	72	93	none	0	0	0	1	3778
accumulator	history_external	73	94	none	0	0	0	1	3346
accumulator	history_external	74	95	history	4	3	0	1	2886
accumulator	history_external	75	96	none	0	0	0	1	3557
accumulator	history_external	76	97	none	0	0	0	1	3677
accumulator	history_external	77	98	none	0	0	0	1	3377
accumulator	history_external	78	99	none	0	0	0	1	3256
accumulator	history_external	79	100	none	0	0	0	1	3787
accumulator	history_external	80	101	none	0	0	0	1	3026
accumulator	history_external	81	102	none	0	0	0	1	3246
accumulator	history_external	82	103	none	0	0	0	1	2985
accumulator	history_external	83	104	none	0	0	0	1	3146
accumulator	history_external	84	105	none	0	0	0	1	3095
accumulator	history_external	85	106	history	4	3	1	2	2775
accumulator	history_external	86	108	none	0	0	0	1	4198
accumulator	history_external	87	109	none	0	0	0	1	2926
accumulator	history_external	88	110	none	0	0	0	1	2966
accumulator	history_external	89	111	none	0	0	0	1	3106
accumulator	history_external	90	112	none	0	0	0	1	3146
accumulator	history_external	91	113	none	0	0	0	1	3075
accumulator	history_external	92	114	none	0	0	0	1	2855
accumulator	history_external	93	115	none	0	0	0	1	3085
accumulator	history_external	94	116	history	4	3	2	3	2745
accumulator	history_external	95	119	none	0	0	0	1	4849
accumulator	history_external	96	120	none	0	0	0	1	3086
accumulator	history_external	97	121	none	0	0	0	1	3136
accumulator	history_external	98	122	none	0	0	0	1	3096
accumulator	history_external	99	123	none	0	0	0	1	2946
accumulator	history_external	100	124	none	0	0	0	1	3086
accumulator	history_external	101	125	none	0	0	0	1	3226
accumulator	history_external	102	126	none	0	0	0	1	3336
accumulator	history_external	103	127	history	4	3	1	1	2856
constraints	none	1	0	none	0	0	0	1	170
constraints	none	2	1	none	0	0	0	1	191
constraints	none	3	2	none	0	0	0	1	90
constraints	none	4	3	none	0	0	0	1	80
constraints	none	5	4	none	0	0	0	1	70
constraints	none	6	5	none	0	0	0	1	71
constraints	none	7	6	none	0	0	0	1	80
constraints	none	8	7	none	0	0	0	1	70
constraints	none	9	8	none	0	0	0	1	70
constraints	none	10	9	none	0	0	0	1	60
constraints	none	11	10	none	0	0	0	1	60
constraints	none	12	11	none	0	0	0	1	70
constraints	none	13	12	none	0	0	0	1	60
constraints	none	14	13	none	0	0	0	1	70
constraints	none	15	14	none	0	0	0	1	70
constraints	none	16	15	none	0	0	0	1	60
constraints	none	17	16	none	0	0	0	1	70
constraints	none	18	17	none	0	0	0	1	71
constraints	none	19	18	none	0	0	0	1	70
constraints	none	20	19	none	0	0	0	1	90
constraints	none	21	20	none	0	0	0	1	70
constraints	none	22	21	none	0	0	0	1	61
constraints	none	23	22	none	0	0	0	1	80
constraints	none	24	23	none	0	0	0	1	60
constraints	none	25	24	none	0	0	0	1	60
constraints	none	26	25	none	0	0	0	1	70
constraints	none	27	26	none	0	0	0	1	70
constraints	none	28	27	none	0	0	0	1	60
constraints	none	29	28	none	0	0	0	1	70
constraints	none	30	29	none	0	0	0	1	71
constraints	none	31	30	none	0	0	0	1	70
constraints	none	32	31	none	0	0	0	1	70
constraints	none	33	32	none	0	0	0	1	60
constraints	none	34	33	none	0	0	0	1	61
constraints	none	35	34	none	0	0	0	1	60
constraints	none	36	35	none	0	0	0	1	70
constraints	none	37	36	none	0	0	0	1	70
constraints	none	38	37	none	0	0	0	1	70
constraints	none	39	38	none	0	0	0	1	70
constraints	none	40	39	none	0	0	0	1	70
constraints	none	41	40	none	0	0	0	1	70
constraints	none	42	41	none	0	0	0	1	71
constraints	none	43	42	none	0	0	0	1	70
constraints	none	44	43	none	0	0	0	1	70
constraints	none	45	44	none	0	0	0	1	60
constraints	none	46	45	none	0	0	0	1	60
constraints	none	47	46	none	0	0	0	1	70
constraints	none	48	47	none	0	0	0	1	60
constraints	none	49	48	none	0	0	0	1	70
constraints	none	50	49	none	0	0	0	1	60
constraints	none	51	50	none	0	0	0	1	71
constraints	none	52	51	none	0	0	0	1	60
constraints	none	53	52	none	0	0	0	1	90
constraints	none	54	53	none	0	0	0	1	60
constraints	none	55	54	none	0	0	0	1	70
constraints	none	56	55	none	0	0	0	1	70
constraints	none	57	56	none	0	0	0	1	60
constraints	none	58	57	none	0	0	0	1	70
constraints	none	59	58	none	0	0	0	1	61
constraints	none	60	59	none	0	0	0	1	70
constraints	none	61	60	none	0	0	0	1	60
constraints	none	62	61	none	0	0	0	1	70
constraints	none	63	62	none	0	0	0	1	60
constraints	none	64	63	none	0	0	0	1	70
constraints	none	65	64	none	0	0	0	1	60
constraints	none	66	65	none	0	0	0	1	70
constraints	none	67	66	none	0	0	0	1	70
constraints	none	68	67	none	0	0	0	1	60
constraints	none	69	68	none	0	0	0	1	80
constraints	none	70	69	none	0	0	0	1	60
constraints	none	71	70	none	0	0	0	1	60
constraints	none	72	71	none	0	0	0	1	71
constraints	none	73	72	none	0	0	0	1	70
constraints	none	74	73	none	0	0	0	1	70
constraints	none	75	74	none	0	0	0	1	70
constraints	none	76	75	none	0	0	0	1	70
constraints	none	77	76	none	0	0	0	1	71
constraints	none	78	77	none	0	0	0	1	60
constraints	none	79	78	none	0	0	0	1	70
constraints	none	80	79	none	0	0	0	1	60
constraints	none	81	80	none	0	0	0	1	70
constraints	none	82	81	none	0	0	0	1	70
constraints	none	83	82	none	0	0	0	1	70
constraints	none	84	83	none	0	0	0	1	60
constraints	none	85	84	none	0	0	0	1	70
constraints	none	86	85	none	0	0	0	1	60
constraints	none	87	86	none	0	0	0	1	70
constraints	none	88	87	none	0	0	0	1	60
constraints	none	89	88	none	0	0	0	1	60
constraints	none	90	89	none	0	0	0	1	70
constraints	none	91	90	none	0	0	0	1	60
constraints	none	92	91	none	0	0	0	1	71
constraints	none	93	92	none	0	0	0	1	70
constraints	none	94	93	none	0	0	0	1	70
constraints	none	95	94	none	0	0	0	1	71
constraints	none	96	95	none	0	0	0	1	60
constraints	none	97	96	none	0	0	0	1	70
constraints	none	98	97	none	0	0	0	1	60
constraints	none	99	98	none	0	0	0	1	60
constraints	none	100	99	none	0	0	0	1	60
constraints	none	101	100	none	0	0	0	1	60
constraints	none	102	101	none	0	0	0	1	60
constraints	none	103	102	none	0	0	0	1	70
constraints	none	104	103	none	0	0	0	1	60
constraints	none	105	104	none	0	0	0	1	70
constraints	none	106	105	none	0	0	0	1	60
constraints	none	107	106	none	0	0	0	1	70
constraints	none	108	107	none	0	0	0	1	71
constraints	none	109	108	none	0	0	0	1	70
constraints	none	110	109	none	0	0	0	1	60
constraints	none	111	110	none	0	0	0	1	70
constraints	none	112	111	none	0	0	0	1	81
constraints	none	113	112	none	0	0	0	1	70
constraints	none	114	113	none	0	0	0	1	60
constraints	none	115	114	none	0	0	0	1	70
constraints	none	116	115	none	0	0	0	1	71
constraints	none	117	116	none	0	0	0	1	60
constraints	none	118	117	none	0	0	0	1	70
constraints	none	119	118	none	0	0	0	1	70
constraints	none	120	119	none	0	0	0	1	71
constraints	none	121	120	none	0	0	0	1	60
constraints	none	122	121	none	0	0	0	1	80
constraints	none	123	122	none	0	0	0	1	70
constraints	none	124	123	none	0	0	0	1	71
constraints	none	125	124	none	0	0	0	1	70
constraints	none	126	125	none	0	0	0	1	60
constraints	none	127	126	none	0	0	0	1	70
constraints	none	128	127	none	0	0	0	1	70
constraints	history	1	0	none	0	0	0	1	1142
constraints	history	2	1	none	0	0	0	1	531
constraints	history	3	2	none	0	0	0	1	511
constraints	history	4	3	none	0	0	0	1	431
constraints	history	5	4	none	0	0	0	1	2485
constraints	history	6	5	none	0	0	0	1	1393
constraints	history	7	6	none	0	0	0	1	1052
constraints	history	8	7	none	0	0	0	1	1042
constraints	history	9	8	none	0	0	0	1	2144
constraints	history	10	9	none	0	0	0	1	1823
constraints	history	11	10	none	0	0	0	1	1473
constraints	history	12	11	none	0	0	0	1	1393
constraints	history	13	12	none	0	0	0	1	2265
constraints	history	14	13	none	0	0	0	1	2194
constraints	history	15	14	none	0	0	0	1	2485
constraints	history	16	15	none	0	0	0	1	2215
constraints	history	17	16	none	0	0	0	1	2164
constraints	history	18	17	none	0	0	0	1	2275
constraints	history	19	18	none	0	0	0	1	2284
constraints	history	20	19	none	0	0	0	1	2003
constraints	history	21	20	none	0	0	0	1	2094
constraints	history	22	21	none	0	0	0	1	2174
constraints	history	23	22	none	0	0	0	1	2114
constraints	history	24	23	none	0	0	0	1	1974
constraints	history	25	24	none	0	0	0	1	1974
constraints	history	26	25	none	0	0	0	1	2625
constraints	history	27	26	none	0	0	0	1	2154
constraints	history	28	27	none	0	0	0	1	2014
constraints	history	29	28	none	0	0	0	1	2064
constraints	history	30	29	none	0	0	0	1	2305
constraints	history	31	30	none	0	0	0	1	2004
constraints	history	32	31	none	0	0	0	1	2174
constraints	history	33	32	none	0	0	0	1	2164
constraints	history	34	33	none	0	0	0	1	2365
constraints	history	35	34	none	0	0	0	1	2425
constraints	history	36	35	none	0	0	0	1	2255
constraints	history	37	36	none	0	0	0	1	2094
constraints	history	38	37	none	0	0	0	1	2044
constraints	history	39	38	none	0	0	0	1	2144
constraints	history	40	39	none	0	0	0	1	2114
constraints	history	41	40	none	0	0	0	1	2034
constraints	history	42	41	none	0	0	0	1	2094
constraints	history	43	42	none	0	0	0	1	2103
constraints	history	44	43	none	0	0	0	1	2174
constraints	history	45	44	none	0	0	0	1	2214
constraints	history	46	45	none	0	0	0	1	2134
constraints	history	47	46	none	0	0	0	1	2475
constraints	history	48	47	none	0	0	0	1	2064
constraints	history	49	48	none	0	0	0	1	2114
constraints	history	50	49	none	0	0	0	1	2104
constraints	history	51	50	history	4	3	1	2	3818
constraints	history	52	52	none	0	0	0	1	3747
constraints	history	53	53	none	0	0	0	1	2304
constraints	history	54	54	none	0	0	0	1	2565
constraints	history	55	55	none	0	0	0	1	2305
constraints	history	56	56	none	0	0	0	1	2154
constraints	history	57	57	none	0	0	0	1	2164
constraints	history	58	58	none	0	0	0	1	2114
constraints	history	59	59	none	0	0	0	1	2204
constraints	history	60	60	none	0	0	0	1	2114
constraints	history	61	61	none	0	0	0	1	2013
constraints	history	62	62	none	0	0	0	1	2074
constraints	history	63	63	none	0	0	0	1	2024
constraints	history	64	64	none	0	0	0	1	2014
constraints	history	65	65	none	0	0	0	1	1984
constraints	history	66	66	none	0	0	0	1	2094
constraints	history	67	67	none	0	0	0	1	2063
constraints	history	68	68	none	0	0	0	1	2114
constraints	history	69	69	none	0	0	0	1	2064
constraints	history	70	70	none	0	0	0	1	2013
constraints	history	71	71	none	0	0	0	1	2154
constraints	history	72	72	none	0	0	0	1	2064
constraints	history	73	73	none	0	0	0	1	1983
constraints	history	74	74	none	0	0	0	1	2014
constraints	history	75	75	none	0	0	0	1	2014
constraints	history	76	76	none	0	0	0	1	2074
constraints	history	77	77	none	0	0	0	1	2214
constraints	history	78	78	none	0	0	0	1	2114
constraints	history	79	79	none	0	0	0	1	2124
constraints	history	80	80	none	0	0	0	1	2164
constraints	history	81	81	none	0	0	0	1	2084
constraints	history	82	82	history	4	3	2	3	3106
constraints	history	83	85	none	0	0	0	1	4228
constraints	history	84	86	none	0	0	0	1	2134
constraints	history	85	87	none	0	0	0	1	2034
constraints	history	86	88	none	0	0	0	1	1994
constraints	history	87	89	none	0	0	0	1	2114
constraints	history	88	90	none	0	0	0	1	2094
constraints	history	89	91	none	0	0	0	1	2034
constraints	history	90	92	none	0	0	0	1	2013
constraints	history	91	93	none	0	0	0	1	2595
constraints	history	92	94	none	0	0	0	1	2675
constraints	history	93	95	none	0	0	0	1	2003
constraints	history	94	96	none	0	0	0	1	2044
constraints	history	95	97	none	0	0	0	1	2434
constraints	history	96	98	none	0	0	0	1	2024
constraints	history	97	99	none	0	0	0	1	1853
constraints	history	98	100	none	0	0	0	1	1803
constraints	history	99	101	none	0	0	0	1	2004
constraints	history	100	102	none	0	0	0	1	2024
constraints	history	101	103	none	0	0	0	1	2003
constraints	history	102	104	none	0	0	0	1	1983
constraints	history	103	105	none	0	0	0	1	2023
constraints	history	104	106	none	0	0	0	1	2054
constraints	history	105	107	none	0	0	0	1	1994
constraints	history	106	108	none	0	0	0	1	2074
constraints	history	107	109	none	0	0	0	1	1984
constraints	history	108	110	none	0	0	0	1	2304
constraints	history	109	111	none	0	0	0	1	2104
constraints	history	110	112	none	0	0	0	1	2064
constraints	history	111	113	none	0	0	0	1	2214
constraints	history	112	114	none	0	0	0	1	2264
constraints	history	113	115	none	0	0	0	1	2164
