block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
1	2	9	s_cbranch_scc0	8	0	0	0	7	1	0	0	1	-	0
2	11	13	s_cbranch_scc0	3	0	0	0	3	0	0	0	0	-	-
3	15	78	s_branch	64	15	0	0	49	0	5	0	0	-	-
4	80	80	-	1	0	0	0	1	0	0	0	0	-	-
5	82	104	s_branch	23	19	0	0	4	0	5	0	0	-	-
6	105	105	-	1	0	0	0	1	0	0	0	0	-	-
7	108	812	-	705	612	36	0	32	25	12	18	1	17,16,15,14,13,12,11,10,1,8,6,9,8,6,9,8,7,6,5,4,3,2,1,0	0
8	814	815	-	2	1	0	0	1	0	1	0	0	-	-
9	817	818	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
10	820	948	-	129	64	0	0	65	0	8	0	0	-	-
11	950	951	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
12	953	965	s_branch	13	2	0	0	9	2	2	0	1	-	0,0
13	967	968	-	2	1	0	0	1	0	1	0	0	-	-
14	970	971	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
15	973	984	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
16	986	986	-	1	0	0	0	1	0	0	0	0	-	-
17	988	997	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
18	999	1007	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
19	1009	1010	-	2	1	0	0	1	0	1	0	0	-	-
20	1012	1013	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
21	1015	1022	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
22	1024	1024	-	1	0	0	0	1	0	0	0	0	-	-
23	1026	1029	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
24	1031	1039	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
25	1041	1042	-	2	1	0	0	1	0	1	0	0	-	-
26	1044	1045	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
27	1047	1054	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
28	1056	1056	-	1	0	0	0	1	0	0	0	0	-	-
29	1058	1061	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
30	1063	1071	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
31	1073	1074	-	2	1	0	0	1	0	1	0	0	-	-
32	1076	1077	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
33	1079	1086	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
