block	first_line	last_line	terminator	instructions	valu	vmem	lds	salu	waitcnt	longest_valu_chain	max_vmem_in_flight	max_lgkm_in_flight	vmcnt_arguments	lgkmcnt_arguments
1	2	9	s_cbranch_scc0	8	0	0	0	7	1	0	0	1	-	0
2	11	13	s_cbranch_scc0	3	0	0	0	3	0	0	0	0	-	-
3	15	78	s_branch	64	15	0	0	49	0	5	0	0	-	-
4	80	80	-	1	0	0	0	1	0	0	0	0	-	-
5	82	100	s_branch	19	15	0	0	4	0	5	0	0	-	-
6	102	477	-	376	315	20	0	20	21	12	20	1	19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0	0
7	479	480	-	2	1	0	0	1	0	1	0	0	-	-
8	482	483	s_cbranch_scc1	2	0	0	0	2	0	0	0	0	-	-
9	485	549	-	65	32	0	0	33	0	8	0	0	-	-
10	551	552	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
11	554	566	s_branch	13	2	0	0	9	2	2	0	1	-	0,0
12	568	569	-	2	1	0	0	1	0	1	0	0	-	-
13	571	572	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
14	574	585	s_branch	12	1	0	0	9	2	1	0	1	-	0,0
15	587	587	-	1	0	0	0	1	0	0	0	0	-	-
16	589	598	s_cbranch_scc0	10	0	1	0	8	1	0	0	1	-	0
17	600	608	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
18	610	611	-	2	1	0	0	1	0	1	0	0	-	-
19	613	614	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
20	616	623	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
21	625	625	-	1	0	0	0	1	0	0	0	0	-	-
22	627	630	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
23	632	640	s_branch	9	2	0	0	5	2	2	0	1	-	0,0
24	642	643	-	2	1	0	0	1	0	1	0	0	-	-
25	645	646	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
26	648	655	s_branch	8	1	0	0	5	2	1	0	1	-	0,0
27	657	657	-	1	0	0	0	1	0	0	0	0	-	-
28	659	662	s_cbranch_scc0	4	0	1	0	3	0	0	0	0	-	-
29	664	671	s_branch	8	2	0	0	4	2	2	0	1	-	0,0
30	673	673	-	1	1	0	0	0	0	1	0	0	-	-
31	675	676	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
32	678	683	-	6	1	0	0	3	2	1	0	1	-	0,0
33	685	687	s_branch	3	0	1	0	2	0	0	0	0	-	-
34	689	690	s_cbranch_scc0	2	0	0	0	2	0	0	0	0	-	-
